gen,sid,seed,foot_skate,gait_implied_speed,root_speed_actual,root_gait_mismatch,mismatch_ratio,contact_run_mean,contact_fraction,path_length,straightness,locomotion_intent,n_frames
motiongpt,000073,20262609,0.009248598008072555,0.075138,0.081823,-0.006685,0.918,6.71,0.5481,8.4277,0.3631,locomotion,104
motiongpt,000073,20262610,0.009248598008072555,0.075138,0.081823,-0.006685,0.918,6.71,0.5481,8.4277,0.3631,locomotion,104
motiongpt,000153,20263608,0.0026831298073255105,0.003054,0.000606,0.002448,5.037,76.0,1.0,0.0455,0.3003,ambiguous,76
motiongpt,000153,20263609,0.0026831298073255105,0.003054,0.000606,0.002448,5.037,76.0,1.0,0.0455,0.3003,ambiguous,76
motiongpt,000153,20263610,0.005116277307671682,0.01653,0.010986,0.005544,1.505,16.8,0.7,0.6482,0.2868,ambiguous,60
motiongpt,000160,20264608,0.0031892654669803486,0.003906,0.001139,0.002767,3.428,83.33,0.9766,0.1447,0.8949,ambiguous,128
motiongpt,000160,20264609,0.0023425601777297073,0.002423,0.000816,0.001607,2.968,128.0,1.0,0.1037,0.9233,ambiguous,128
motiongpt,000160,20264610,0.00349246885164021,0.006695,0.005555,0.00114,1.205,62.25,0.9727,0.7055,0.6923,ambiguous,128
motiongpt,000246,20265608,0.0071111799638416484,0.027811,0.022425,0.005386,1.24,21.0,0.8036,4.3729,0.6603,locomotion,196
motiongpt,000246,20265609,0.00422765994513832,0.010234,0.006926,0.003309,1.478,60.0,0.9375,0.6579,0.4691,locomotion,96
motiongpt,000246,20265610,0.007160942536863469,0.027847,0.022326,0.005521,1.247,21.93,0.7995,4.2643,0.6564,locomotion,192
motiongpt,000265,20266608,0.007839218793315712,0.009299,0.000559,0.00874,16.638,48.0,1.0,0.0263,0.5536,in_place,48
motiongpt,000265,20266609,0.005196820890892838,0.00604,0.000242,0.005798,24.953,44.0,1.0,0.0104,0.4866,in_place,44
motiongpt,000265,20266610,0.0044626188899688415,0.005151,0.000172,0.00498,30.026,48.0,1.0,0.0081,0.3588,in_place,48
motiongpt,000299,20267608,0.0072600642940329465,0.032517,0.02803,0.004487,1.16,26.17,0.892,2.4386,0.9638,locomotion,88
motiongpt,000299,20267609,0.0072600642940329465,0.032517,0.02803,0.004487,1.16,26.17,0.892,2.4386,0.9638,locomotion,88
motiongpt,000299,20267610,0.006970044312488309,0.034775,0.031245,0.00353,1.113,21.57,0.858,2.7183,0.974,locomotion,88
motiongpt,000304,20268608,0.006639942596867824,0.016348,0.013348,0.003,1.225,75.2,0.9592,2.6029,0.554,locomotion,196
motiongpt,000304,20268609,0.006639942596867824,0.016348,0.013348,0.003,1.225,75.2,0.9592,2.6029,0.554,locomotion,196
motiongpt,000304,20268610,0.011235997537655702,0.040603,0.037478,0.003125,1.083,17.94,0.824,7.3082,0.2088,locomotion,196
motiongpt,000374,20269608,0.0041974019985056565,0.016349,0.020678,-0.004329,0.791,32.12,0.8682,3.0396,0.9696,locomotion,148
motiongpt,000374,20269609,0.004924792614783356,0.020754,0.022837,-0.002082,0.909,29.0,0.8818,3.357,0.9786,locomotion,148
motiongpt,000374,20269610,0.004577489655394869,0.017962,0.020016,-0.002054,0.897,30.78,0.8878,3.1025,0.9696,locomotion,156
motiongpt,000419,20270608,0.0018392041383572394,0.001983,0.000772,0.00121,2.567,184.0,1.0,0.1413,0.9702,ambiguous,184
motiongpt,000419,20270609,0.0022478351747955943,0.002448,0.000836,0.001612,2.928,196.0,1.0,0.163,0.9756,ambiguous,196
motiongpt,000419,20270610,0.002079840850280119,0.002093,0.000937,0.001156,2.234,196.0,1.0,0.1827,0.93,ambiguous,196
motiongpt,000486,20271608,0.010012032629920118,0.028174,0.022373,0.005801,1.259,25.15,0.8516,4.2732,0.2614,locomotion,192
motiongpt,000486,20271609,0.006499774999594008,0.013801,0.009088,0.004713,1.519,75.2,0.9592,1.7721,0.8335,locomotion,196
motiongpt,000486,20271610,0.007775441121046628,0.052974,0.055019,-0.002045,0.963,7.6,0.7308,2.806,0.9833,locomotion,52
motiongpt,000629,20272608,0.011614157716105505,0.028627,0.022131,0.006496,1.294,75.4,0.9617,4.3156,0.2157,locomotion,196
motiongpt,000629,20272609,0.002652555442514498,0.018016,0.027217,-0.009201,0.662,22.17,0.3393,5.3074,0.1038,locomotion,196
motiongpt,000629,20272610,0.008686160506533307,0.027133,0.020833,0.0063,1.302,29.08,0.8903,4.0624,0.3512,locomotion,196
motiongpt,000633,20273608,0.0021395598688992196,0.002217,0.001038,0.001179,2.136,192.0,1.0,0.1983,0.844,in_place,192
motiongpt,000633,20273609,0.0021395598688992196,0.002217,0.001038,0.001179,2.136,192.0,1.0,0.1983,0.844,in_place,192
motiongpt,000633,20273610,0.003939584168806056,0.005832,0.002091,0.003741,2.789,69.2,0.8827,0.4077,0.3679,in_place,196
motiongpt,000680,20274608,0.002330979313548992,0.002435,0.000747,0.001689,3.262,192.0,1.0,0.1426,0.9915,ambiguous,192
motiongpt,000680,20274609,0.0022054275697114055,0.002681,0.000918,0.001763,2.921,196.0,1.0,0.179,0.9223,ambiguous,196
motiongpt,000680,20274610,0.0026541272587864116,0.002871,0.000858,0.002013,3.346,196.0,1.0,0.1673,0.5332,ambiguous,196
motiongpt,000687,20275608,0.008660351921181102,0.07461,0.070381,0.004229,1.06,6.55,0.6429,3.871,0.9987,locomotion,56
motiongpt,000687,20275609,0.004869381580402354,0.021839,0.022098,-0.000259,0.988,22.67,0.6071,1.2154,0.6221,locomotion,56
motiongpt,000687,20275610,0.00409999953977713,0.026708,0.046887,-0.020178,0.57,12.0,0.4286,2.5788,0.995,locomotion,56
motiongpt,000710,20276608,0.0077938871534402945,0.02923,0.025299,0.003931,1.155,19.17,0.8712,3.3142,0.1666,locomotion,132
motiongpt,000710,20276609,0.0077422410191139695,0.037096,0.037638,-0.000541,0.986,14.25,0.7917,4.0272,0.9862,locomotion,108
motiongpt,000710,20276610,0.0077422410191139695,0.037096,0.037638,-0.000541,0.986,14.25,0.7917,4.0272,0.9862,locomotion,108
motiongpt,000759,20277608,0.0020730803201438296,0.006097,0.008508,-0.002411,0.717,55.5,0.6307,0.7402,0.89,ambiguous,88
motiongpt,000759,20277609,0.007099210160786342,0.028678,0.03005,-0.001372,0.954,22.14,0.8807,2.6144,0.9661,ambiguous,88
motiongpt,000759,20277610,0.0021128586051977175,0.006492,0.009802,-0.00331,0.662,57.5,0.6534,0.8528,0.8195,ambiguous,88
motiongpt,000792,20278608,0.0031942027156494973,0.004033,0.000756,0.003278,5.337,196.0,1.0,0.1474,0.9405,ambiguous,196
motiongpt,000792,20278609,0.003078804110552605,0.046063,0.04994,-0.003877,0.922,11.93,0.5457,8.1403,0.9181,ambiguous,164
motiongpt,000792,20278610,0.0029492205854377905,0.003246,0.000946,0.0023,3.433,192.0,1.0,0.1806,0.6994,ambiguous,192
motiongpt,000872,20279608,0.005439420299886998,0.01001,0.006735,0.003275,1.486,64.0,1.0,0.4243,0.9171,ambiguous,64
motiongpt,000872,20279609,0.006500033473983796,0.01095,0.007589,0.003361,1.443,56.0,1.0,0.4174,0.9707,ambiguous,56
motiongpt,000872,20279610,0.006384528079344423,0.009989,0.006891,0.003098,1.45,60.0,1.0,0.4066,0.9582,ambiguous,60
motiongpt,000904,20280608,0.012316838306897669,0.04809,0.063113,-0.015023,0.762,12.47,0.6625,10.035,0.0548,locomotion,160
motiongpt,000904,20280609,0.012316838306897669,0.04809,0.063113,-0.015023,0.762,12.47,0.6625,10.035,0.0548,locomotion,160
motiongpt,000904,20280610,0.0031452859898805363,0.008193,0.002478,0.005715,3.307,40.8,0.5312,0.4732,0.152,locomotion,192
motiongpt,001152,20281608,0.006278953326629562,0.010781,0.005827,0.004955,1.85,21.67,0.8125,0.4603,0.0559,ambiguous,80
motiongpt,001152,20281609,0.004235339062826293,0.007648,0.003958,0.00369,1.932,47.67,0.9408,0.2969,0.2438,ambiguous,76
motiongpt,001152,20281610,0.006002712972563777,0.010417,0.004426,0.005991,2.354,8.57,0.6522,0.4028,0.0751,ambiguous,92
motiongpt,001215,20282608,0.006260196508871403,0.010994,0.006448,0.004546,1.705,72.0,1.0,0.4578,0.0581,ambiguous,72
motiongpt,001215,20282609,0.006173190008608245,0.024399,0.020661,0.003739,1.181,13.14,0.6389,1.4669,0.8964,ambiguous,72
motiongpt,001215,20282610,0.007454418820769949,0.014654,0.009918,0.004736,1.478,72.0,1.0,0.7042,0.405,ambiguous,72
motiongpt,001225,20283608,0.008451581494374522,0.041133,0.038446,0.002687,1.07,8.5,0.85,0.7305,0.9943,locomotion,20
motiongpt,001225,20283609,0.011264696436519471,0.040533,0.033851,0.006682,1.197,13.1,0.8618,2.5388,0.9905,locomotion,76
motiongpt,001225,20283610,0.008372855627481761,0.039929,0.033234,0.006695,1.201,13.67,0.8092,2.4926,0.9775,locomotion,76
motiongpt,001249,20284608,0.006069248853215529,0.011707,0.008897,0.00281,1.316,79.33,0.9917,1.0587,0.8422,ambiguous,120
motiongpt,001249,20284609,0.006069248853215529,0.011707,0.008897,0.00281,1.316,79.33,0.9917,1.0587,0.8422,ambiguous,120
motiongpt,001249,20284610,0.006050862992676742,0.011655,0.008889,0.002766,1.311,79.33,0.9917,1.0578,0.8593,ambiguous,120
motiongpt,001270,20285608,0.00776625393348095,0.019701,0.012638,0.007063,1.559,45.4,0.8598,1.6556,0.0987,locomotion,132
motiongpt,001270,20285609,0.00776625393348095,0.019701,0.012638,0.007063,1.559,45.4,0.8598,1.6556,0.0987,locomotion,132
motiongpt,001270,20285610,0.00776625393348095,0.019701,0.012638,0.007063,1.559,45.4,0.8598,1.6556,0.0987,locomotion,132
motiongpt,001347,20286608,0.007325382781215761,0.050931,0.051113,-0.000182,0.996,13.57,0.6985,3.4246,0.9912,ambiguous,68
motiongpt,001347,20286609,0.007288059982066877,0.041944,0.042157,-0.000213,0.995,16.67,0.6944,2.9932,0.9843,ambiguous,72
motiongpt,001347,20286610,0.007726001253842007,0.046415,0.042845,0.00357,1.083,12.88,0.6776,3.2134,0.988,ambiguous,76
motiongpt,001349,20287608,0.002144766429090691,0.003164,0.002013,0.001152,1.572,188.0,1.0,0.3764,0.1753,ambiguous,188
motiongpt,001349,20287609,0.007014984958877992,0.020355,0.014066,0.006288,1.447,36.5,0.9311,2.7429,0.5356,ambiguous,196
motiongpt,001349,20287610,0.004640305025748435,0.006303,0.003611,0.002692,1.746,192.0,1.0,0.6897,0.4185,ambiguous,192
motiongpt,001614,20288608,0.009927152551766483,0.028121,0.026313,0.001808,1.069,24.0,0.8919,3.868,0.9753,locomotion,148
motiongpt,001614,20288609,0.009927152551766483,0.028121,0.026313,0.001808,1.069,24.0,0.8919,3.868,0.9753,locomotion,148
motiongpt,001614,20288610,0.010042283277308507,0.029488,0.027614,0.001874,1.068,24.0,0.8919,4.0593,0.9806,locomotion,148
motiongpt,001617,20289608,0.006979393234129523,0.035094,0.038634,-0.00354,0.908,14.63,0.724,7.3791,0.3583,locomotion,192
motiongpt,001617,20289609,0.017635834609701785,0.055584,0.055821,-0.000237,0.996,13.13,0.7704,10.885,0.0763,locomotion,196
motiongpt,001617,20289610,0.0064452503528953506,0.084224,0.099838,-0.015614,0.844,6.08,0.4115,9.4846,0.9959,locomotion,96
motiongpt,001723,20290608,0.0029585674158066713,0.012586,0.011882,0.000703,1.059,37.5,0.4464,0.9862,0.9047,ambiguous,84
motiongpt,001723,20290609,0.002127874440064642,0.00888,0.011674,-0.002794,0.761,36.0,0.4286,0.9689,0.9179,ambiguous,84
motiongpt,001723,20290610,0.002541729136620087,0.011813,0.012245,-0.000432,0.965,33.0,0.4342,0.9184,0.9524,ambiguous,76
motiongpt,001759,20291608,0.004862741815571331,0.014908,0.010985,0.003922,1.357,45.0,0.9375,1.0436,0.3302,ambiguous,96
motiongpt,001759,20291609,0.010451597974485725,0.025249,0.023934,0.001315,1.055,24.86,0.9062,2.2737,0.0668,ambiguous,96
motiongpt,001759,20291610,0.006031779628948286,0.046694,0.045746,0.000948,1.021,11.0,0.6302,4.3458,0.0876,ambiguous,96
motiongpt,001801,20292608,0.0023780890119824674,0.002909,0.000755,0.002154,3.852,188.0,1.0,0.1412,0.949,ambiguous,188
motiongpt,001801,20292609,0.005018626399671924,0.006276,0.002087,0.004189,3.008,94.25,0.9818,0.3985,0.2185,ambiguous,192
motiongpt,001801,20292610,0.0028439884091811763,0.003734,0.000592,0.003142,6.309,164.0,1.0,0.0965,0.8386,ambiguous,164
motiongpt,001808,20293608,0.002555521792440859,0.003538,0.001881,0.001658,1.881,104.0,1.0,0.1937,0.7402,in_place,104
motiongpt,001808,20293609,0.002006235723750994,0.001825,0.000829,0.000995,2.2,104.0,1.0,0.0854,0.9673,in_place,104
motiongpt,001808,20293610,0.002006235723750994,0.001825,0.000829,0.000995,2.2,104.0,1.0,0.0854,0.9673,in_place,104
motiongpt,001888,20294608,0.009101132309424095,0.027035,0.022082,0.004953,1.224,25.12,0.9306,2.3628,0.6775,locomotion,108
motiongpt,001888,20294609,0.0029614070220249588,0.014824,0.014276,0.000548,1.038,17.2,0.4479,1.3562,0.4626,locomotion,96
motiongpt,001888,20294610,0.007720753855159913,0.014914,0.007801,0.007112,1.912,70.67,0.9815,0.8347,0.5934,locomotion,108
motiongpt,001976,20295608,0.00496051461886533,0.032741,0.037657,-0.004916,0.869,15.31,0.691,5.3849,0.0514,ambiguous,144
motiongpt,001976,20295609,0.007237022821483123,0.062627,0.059959,0.002668,1.044,7.0,0.6562,8.5741,0.1402,ambiguous,144
motiongpt,001976,20295610,0.009427154404616134,0.051654,0.051444,0.000209,1.004,9.95,0.7257,7.3565,0.1589,ambiguous,144
motiongpt,002009,20296608,0.003094857068011462,0.003816,0.000427,0.003388,8.931,64.0,1.0,0.0269,0.9167,in_place,64
motiongpt,002009,20296609,0.003094857068011462,0.003816,0.000427,0.003388,8.931,64.0,1.0,0.0269,0.9167,in_place,64
motiongpt,002009,20296610,0.0029262497868784883,0.003746,0.000456,0.00329,8.223,64.0,1.0,0.0287,0.8892,in_place,64
motiongpt,002171,20297608,0.0032551177370091387,0.011858,0.008923,0.002935,1.329,38.67,0.5577,0.9191,0.1638,in_place,104
motiongpt,002171,20297609,0.0055306990621923026,0.025421,0.027082,-0.001661,0.939,20.75,0.83,2.6811,0.9441,in_place,100
motiongpt,002171,20297610,0.0032551177370091387,0.011858,0.008923,0.002935,1.329,38.67,0.5577,0.9191,0.1638,in_place,104
motiongpt,002192,20298608,0.008121024024146942,0.03878,0.036441,0.002339,1.064,15.68,0.776,6.9602,0.3911,locomotion,192
motiongpt,002192,20298609,0.008637229531325542,0.052843,0.05254,0.000303,1.006,10.0,0.7031,10.0351,0.1404,locomotion,192
motiongpt,002192,20298610,0.007735988706766857,0.031585,0.031161,0.000424,1.014,20.25,0.8679,4.3314,0.1585,locomotion,140
motiongpt,002235,20299608,0.004949196614011757,0.016516,0.010973,0.005543,1.505,18.4,0.6765,0.7352,0.4815,ambiguous,68
motiongpt,002235,20299609,0.004949196614011757,0.016516,0.010973,0.005543,1.505,18.4,0.6765,0.7352,0.4815,ambiguous,68
motiongpt,002235,20299610,0.002769574955145995,0.012598,0.007918,0.00468,1.591,44.5,0.5057,0.6889,0.2623,ambiguous,88
motiongpt,002357,20300608,0.0030803248785188256,0.021116,0.024115,-0.002999,0.876,19.71,0.7841,2.098,0.8984,ambiguous,88
motiongpt,002357,20300609,0.0030803248785188256,0.021116,0.024115,-0.002999,0.876,19.71,0.7841,2.098,0.8984,ambiguous,88
motiongpt,002357,20300610,0.0030803248785188256,0.021116,0.024115,-0.002999,0.876,19.71,0.7841,2.098,0.8984,ambiguous,88
motiongpt,002459,20301608,0.004608658350482004,0.009128,0.007255,0.001873,1.258,172.0,1.0,1.2406,0.0812,ambiguous,172
motiongpt,002459,20301609,0.004328270454223557,0.008463,0.005459,0.003004,1.55,94.75,0.9668,1.0645,0.2308,ambiguous,196
motiongpt,002459,20301610,0.004608658350482004,0.009128,0.007255,0.001873,1.258,172.0,1.0,1.2406,0.0812,ambiguous,172
motiongpt,002471,20302608,0.006852609365678047,0.027382,0.024012,0.00337,1.14,16.18,0.7946,2.6653,0.9796,locomotion,112
motiongpt,002471,20302609,0.006852609365678047,0.027382,0.024012,0.00337,1.14,16.18,0.7946,2.6653,0.9796,locomotion,112
motiongpt,002471,20302610,0.006852609365678047,0.027382,0.024012,0.00337,1.14,16.18,0.7946,2.6653,0.9796,locomotion,112
motiongpt,002522,20303608,0.010933161243141132,0.026289,0.023049,0.003239,1.141,40.43,0.9071,3.5727,0.1059,ambiguous,156
motiongpt,002522,20303609,0.014124987673822887,0.042704,0.033767,0.008937,1.265,33.0,0.9519,5.2339,0.2346,ambiguous,156
motiongpt,002522,20303610,0.005676489068857,0.017849,0.011943,0.005906,1.495,40.67,0.7821,1.8512,0.0312,ambiguous,156
motiongpt,002597,20304608,0.007202761030279429,0.033736,0.031986,0.00175,1.055,11.83,0.7396,4.5741,0.044,locomotion,144
motiongpt,002597,20304609,0.007202761030279429,0.033736,0.031986,0.00175,1.055,11.83,0.7396,4.5741,0.044,locomotion,144
motiongpt,002597,20304610,0.007202761030279429,0.033736,0.031986,0.00175,1.055,11.83,0.7396,4.5741,0.044,locomotion,144
motiongpt,002606,20305608,0.002398306377545275,0.002686,0.000336,0.00235,7.992,48.0,1.0,0.0158,0.4635,in_place,48
motiongpt,002606,20305609,0.0025423109112684564,0.002721,0.000228,0.002493,11.949,48.0,1.0,0.0107,0.681,in_place,48
motiongpt,002606,20305610,0.002398306377545275,0.002686,0.000336,0.00235,7.992,48.0,1.0,0.0158,0.4635,in_place,48
motiongpt,002609,20306608,0.003826929403892171,0.004358,0.0013,0.003058,3.353,88.0,1.0,0.1131,0.4671,ambiguous,88
motiongpt,002609,20306609,0.003826929403892171,0.004358,0.0013,0.003058,3.353,88.0,1.0,0.1131,0.4671,ambiguous,88
motiongpt,002609,20306610,0.010647075926774108,0.02828,0.02517,0.00311,1.124,13.8,0.7841,2.1898,0.3339,ambiguous,88
motiongpt,002635,20307608,0.008424863797904594,0.017547,0.011041,0.006506,1.589,84.75,0.9855,1.888,0.3348,ambiguous,172
motiongpt,002635,20307609,0.004539869849909762,0.008521,0.007419,0.001103,1.149,97.0,0.9898,1.4466,0.4529,ambiguous,196
motiongpt,002635,20307610,0.006046675959745458,0.008083,0.003541,0.004543,2.283,192.0,1.0,0.6762,0.5148,ambiguous,192
motiongpt,002661,20308608,0.003725713731285964,0.022408,0.013611,0.008798,1.646,15.75,0.4922,0.8575,0.0525,ambiguous,64
motiongpt,002661,20308609,0.007353213573383911,0.012807,0.007631,0.005176,1.678,41.0,0.9318,0.3281,0.1356,ambiguous,44
motiongpt,002661,20308610,0.007353213573383911,0.012807,0.007631,0.005176,1.678,41.0,0.9318,0.3281,0.1356,ambiguous,44
motiongpt,002741,20309608,0.006348392881432883,0.012225,0.008267,0.003957,1.479,73.33,0.9821,0.9177,0.0582,ambiguous,112
motiongpt,002741,20309609,0.00512535399268293,0.011688,0.009007,0.002681,1.298,43.0,0.9598,0.9998,0.0145,ambiguous,112
motiongpt,002741,20309610,0.00629264963382537,0.012207,0.008393,0.003814,1.454,73.33,0.9821,0.9316,0.048,ambiguous,112
motiongpt,002761,20310608,0.004937410880271596,0.021737,0.021409,0.000329,1.015,16.3,0.849,2.0338,0.9121,locomotion,96
motiongpt,002761,20310609,0.0047869923470737225,0.021101,0.020632,0.00047,1.023,17.2,0.86,2.0425,0.919,locomotion,100
motiongpt,002761,20310610,0.0047869923470737225,0.021101,0.020632,0.00047,1.023,17.2,0.86,2.0425,0.919,locomotion,100
motiongpt,002770,20311608,0.006782424688668258,0.017718,0.013558,0.00416,1.307,61.0,0.9337,2.6438,0.1704,ambiguous,196
motiongpt,002770,20311609,0.006782424688668258,0.017718,0.013558,0.00416,1.307,61.0,0.9337,2.6438,0.1704,ambiguous,196
motiongpt,002770,20311610,0.007085266934840357,0.015212,0.010543,0.004669,1.443,127.33,0.9948,2.0137,0.0243,ambiguous,192
motiongpt,002781,20312608,0.008685519573346276,0.037843,0.035685,0.002158,1.06,13.67,0.7765,4.6748,0.0879,locomotion,132
motiongpt,002781,20312609,0.004424333982026979,0.025906,0.023991,0.001915,1.08,19.0,0.7917,2.567,0.9596,locomotion,108
motiongpt,002781,20312610,0.008487886847652492,0.037412,0.036016,0.001396,1.039,11.71,0.7773,4.574,0.1174,locomotion,128
motiongpt,002868,20313608,0.0031596897249362025,0.003781,0.001354,0.002427,2.792,144.0,1.0,0.1937,0.6537,ambiguous,144
motiongpt,002868,20313609,0.0031596897249362025,0.003781,0.001354,0.002427,2.792,144.0,1.0,0.1937,0.6537,ambiguous,144
motiongpt,002868,20313610,0.003662911619768525,0.006536,0.004368,0.002168,1.496,196.0,1.0,0.8518,0.0923,ambiguous,196
motiongpt,002928,20314608,0.004756678599882924,0.009032,0.009327,-0.000295,0.968,40.5,0.8804,0.8487,0.6183,ambiguous,92
motiongpt,002928,20314609,0.005226889592052021,0.012295,0.011823,0.000472,1.04,42.75,0.9293,1.0759,0.8615,ambiguous,92
motiongpt,002928,20314610,0.001664203329229218,0.003191,0.002282,0.00091,1.399,92.0,1.0,0.2076,0.6581,ambiguous,92
motiongpt,003013,20315608,0.00380921099699651,0.004445,0.000825,0.00362,5.387,120.0,1.0,0.0982,0.6124,ambiguous,120
motiongpt,003013,20315609,0.00380921099699651,0.004445,0.000825,0.00362,5.387,120.0,1.0,0.0982,0.6124,ambiguous,120
motiongpt,003013,20315610,0.0052737275881210525,0.006596,0.001427,0.00517,4.624,68.0,1.0,0.0956,0.1156,ambiguous,68
motiongpt,003020,20316608,0.008764424255351603,0.016525,0.012627,0.003898,1.309,97.5,0.9949,2.4623,0.1446,ambiguous,196
motiongpt,003020,20316609,0.002611297892208431,0.003584,0.000541,0.003043,6.623,144.0,1.0,0.0774,0.8867,ambiguous,144
motiongpt,003020,20316610,0.002611297892208431,0.003584,0.000541,0.003043,6.623,144.0,1.0,0.0774,0.8867,ambiguous,144
motiongpt,003171,20317608,0.0017689194449531955,0.024775,0.02451,0.000265,1.011,17.67,0.288,2.2304,0.9832,locomotion,92
motiongpt,003171,20317609,0.0029032092435012846,0.003447,0.001308,0.002139,2.635,92.0,1.0,0.119,0.7653,locomotion,92
motiongpt,003171,20317610,0.007322749902611098,0.029165,0.026655,0.00251,1.094,16.0,0.7826,2.4256,0.9873,locomotion,92
motiongpt,003179,20318608,0.003817422837341166,0.005389,0.00247,0.002919,2.181,196.0,1.0,0.4817,0.2233,in_place,196
motiongpt,003179,20318609,0.009088983761755192,0.035865,0.03494,0.000925,1.026,19.18,0.8316,6.8132,0.2906,in_place,196
motiongpt,003179,20318610,0.012196394795042904,0.028403,0.028515,-0.000112,0.996,26.46,0.8776,5.5605,0.4391,in_place,196
motiongpt,003224,20319608,0.008620298349707331,0.030553,0.03329,-0.002737,0.918,14.88,0.8264,2.3636,0.934,locomotion,72
motiongpt,003224,20319609,0.00409999953977713,0.026708,0.046887,-0.020178,0.57,12.0,0.4286,2.5788,0.995,locomotion,56
motiongpt,003224,20319610,0.008398779076551345,0.033092,0.033153,-6.1e-05,0.998,14.88,0.8264,2.3539,0.9819,locomotion,72
motiongpt,003255,20320608,0.005600606990819358,0.020703,0.020229,0.000474,1.023,22.7,0.8867,2.569,0.9685,locomotion,128
motiongpt,003255,20320609,0.007656527088459557,0.080204,0.085136,-0.004932,0.942,5.67,0.5312,4.0014,0.9986,locomotion,48
motiongpt,003255,20320610,0.003264501754824811,0.077981,0.083552,-0.00557,0.933,6.33,0.4318,3.5927,0.9983,locomotion,44
motiongpt,003321,20321608,0.0022566327808144805,0.002669,0.00076,0.001909,3.511,192.0,1.0,0.1452,0.9128,in_place,192
