gen,sid,seed,foot_skate,gait_implied_speed,root_speed_actual,root_gait_mismatch,mismatch_ratio,contact_run_mean,contact_fraction,path_length,straightness,locomotion_intent,n_frames
momask,004680,20357610,0.0036813897968676736,0.012792,0.011443,0.001349,1.118,31.38,0.9508,1.499,0.9285,ambiguous,132
momask,004702,20358608,0.00618102273709602,0.03007,0.032395,-0.002325,0.928,14.47,0.8092,4.8916,0.1936,locomotion,152
momask,004702,20358609,0.006564564749103854,0.033841,0.03363,0.000211,1.006,12.74,0.7961,5.0782,0.0333,locomotion,152
momask,004702,20358610,0.005680354106439638,0.033434,0.035001,-0.001567,0.955,13.59,0.7599,5.2852,0.1287,locomotion,152
momask,004724,20359608,0.004983030440251858,0.018577,0.01812,0.000457,1.025,37.44,0.8597,3.5334,0.8375,in_place,196
momask,004724,20359609,0.0048501581856562875,0.019018,0.019041,-2.3e-05,0.999,33.8,0.8622,3.7129,0.2829,in_place,196
momask,004724,20359610,0.006656343546923996,0.02069,0.019413,0.001277,1.066,32.27,0.9056,3.7856,0.3093,in_place,196
momask,004733,20360608,0.002314481560580752,0.003719,0.002515,0.001205,1.479,196.0,1.0,0.4903,0.2103,in_place,196
momask,004733,20360609,0.002516208420476599,0.003871,0.003174,0.000697,1.22,196.0,1.0,0.6189,0.2403,in_place,196
momask,004733,20360610,0.0023188987875081826,0.00439,0.003588,0.000802,1.224,196.0,1.0,0.6996,0.2834,in_place,196
momask,004823,20361608,0.0009392804896235852,0.008555,0.016857,-0.008302,0.507,16.25,0.2462,2.2083,0.3232,locomotion,132
momask,004823,20361609,0.00112977391423127,0.009519,0.017408,-0.007889,0.547,15.5,0.2348,2.2804,0.8665,locomotion,132
momask,004823,20361610,0.0009535787321682814,0.009301,0.018503,-0.009202,0.503,16.0,0.2424,2.4238,0.6293,locomotion,132
momask,004852,20362608,0.0012158447949899324,0.014911,0.032411,-0.0175,0.46,15.75,0.358,2.8198,0.9627,locomotion,88
momask,004852,20362609,0.0016249715784411487,0.017828,0.03835,-0.020522,0.465,13.0,0.2955,3.3365,0.9814,locomotion,88
momask,004852,20362610,0.0016142164620199188,0.016314,0.035446,-0.019132,0.46,12.75,0.2898,3.0838,0.9835,locomotion,88
momask,004854,20363608,0.0039994047743118445,0.0376,0.037131,0.00047,1.013,14.7,0.5742,4.7156,0.2748,locomotion,128
momask,004854,20363609,0.0057712141859897455,0.031026,0.031818,-0.000792,0.975,18.9,0.7383,4.0408,0.2407,locomotion,128
momask,004854,20363610,0.009485847347970469,0.038715,0.038353,0.000363,1.009,18.67,0.6562,4.8708,0.3826,locomotion,128
momask,004864,20364608,0.004730598654425945,0.011081,0.011227,-0.000146,0.987,15.4,0.7404,0.5726,0.4256,in_place,52
momask,004864,20364609,0.003998298415815497,0.011702,0.023884,-0.012182,0.49,21.0,0.6058,1.2181,0.7973,in_place,52
momask,004864,20364610,0.006264003058423673,0.01449,0.009802,0.004688,1.478,20.0,0.7692,0.4999,0.5141,in_place,52
momask,004870,20365608,0.004142266484868541,0.006657,0.00528,0.001377,1.261,196.0,1.0,1.0296,0.1541,ambiguous,196
momask,004870,20365609,0.0035168783526174537,0.005053,0.003168,0.001886,1.595,196.0,1.0,0.6177,0.1721,ambiguous,196
momask,004870,20365610,0.003953113575279488,0.005966,0.004678,0.001288,1.275,196.0,1.0,0.9122,0.2199,ambiguous,196
momask,004904,20366608,0.00463409957196411,0.02391,0.026292,-0.002382,0.909,19.11,0.7963,2.8132,0.1033,locomotion,108
momask,004904,20366609,0.005646601105564783,0.026187,0.026689,-0.000502,0.981,17.9,0.8287,2.8557,0.185,locomotion,108
momask,004904,20366610,0.005764391081866074,0.024266,0.027163,-0.002897,0.893,19.78,0.8241,2.9064,0.3594,locomotion,108
momask,004975,20367608,0.0025207939427651887,0.006164,0.005855,0.000309,1.053,125.67,0.9617,1.1416,0.7219,ambiguous,196
momask,004975,20367609,0.0028758245136376467,0.005894,0.005336,0.000558,1.105,95.75,0.977,1.0406,0.5604,ambiguous,196
momask,004975,20367610,0.002964741296980597,0.004736,0.003613,0.001123,1.311,196.0,1.0,0.7045,0.3661,ambiguous,196
momask,004983,20368608,0.0014966172555681064,0.001769,0.000672,0.001098,2.634,132.0,1.0,0.088,0.5291,ambiguous,132
momask,004983,20368609,0.0014295743313075052,0.001581,0.000512,0.001069,3.088,132.0,1.0,0.0671,0.7733,ambiguous,132
momask,004983,20368610,0.0012550443436405757,0.001445,0.000495,0.000951,2.922,132.0,1.0,0.0648,0.5946,ambiguous,132
momask,005037,20369608,0.005987061534000039,0.023295,0.020153,0.003142,1.156,27.55,0.773,3.9298,0.3695,locomotion,196
momask,005037,20369609,0.006380806706847358,0.024892,0.021526,0.003366,1.156,29.91,0.8393,4.1975,0.6376,locomotion,196
momask,005037,20369610,0.006510874655343677,0.024067,0.021253,0.002814,1.132,27.73,0.7781,4.1443,0.4299,locomotion,196
momask,005048,20370608,0.004456893228374713,0.021531,0.019008,0.002523,1.133,22.4,0.8485,2.49,0.9526,locomotion,132
momask,005048,20370609,0.003978381971475225,0.018246,0.015188,0.003058,1.201,23.6,0.8939,1.9896,0.9279,locomotion,132
momask,005048,20370610,0.003942177430962214,0.018177,0.015795,0.002381,1.151,26.11,0.8902,2.0692,0.8934,locomotion,132
momask,005084,20371608,0.005752568129772965,0.02108,0.016366,0.004714,1.288,13.0,0.65,0.6383,0.8087,locomotion,40
momask,005084,20371609,0.004460391602797357,0.023141,0.019337,0.003804,1.197,12.25,0.6125,0.7541,0.8521,locomotion,40
momask,005084,20371610,0.005648501155894688,0.022929,0.018208,0.004721,1.259,13.25,0.6625,0.7101,0.9095,locomotion,40
momask,005087,20372608,0.00727625819781808,0.029831,0.030696,-0.000865,0.972,14.6,0.869,2.5478,0.865,locomotion,84
momask,005087,20372609,0.00552584242950317,0.031832,0.032591,-0.000759,0.977,13.4,0.7976,2.7051,0.8753,locomotion,84
momask,005087,20372610,0.006979017172569997,0.033295,0.033647,-0.000352,0.99,13.7,0.8155,2.7927,0.8965,locomotion,84
momask,005163,20373608,0.0064890944984591055,0.033549,0.026206,0.007343,1.28,18.72,0.8597,5.1101,0.2926,ambiguous,196
momask,005163,20373609,0.008240962791820508,0.030653,0.023441,0.007212,1.308,25.21,0.9005,4.5711,0.2817,ambiguous,196
momask,005163,20373610,0.007238847555659363,0.023916,0.017999,0.005917,1.329,36.7,0.9362,3.5099,0.6526,ambiguous,196
momask,005278,20374608,0.007130486415102628,0.038864,0.033171,0.005692,1.172,13.71,0.7742,4.0801,0.9592,locomotion,124
momask,005278,20374609,0.006482042822794778,0.036765,0.032306,0.004459,1.138,14.46,0.7581,3.9737,0.962,locomotion,124
momask,005278,20374610,0.008009897465789608,0.033001,0.027457,0.005544,1.202,18.82,0.8347,3.3772,0.8526,locomotion,124
momask,005413,20375608,0.001741715901944935,0.002087,0.000662,0.001425,3.154,196.0,1.0,0.129,0.2766,ambiguous,196
momask,005413,20375609,0.0019121822924670344,0.002299,0.000779,0.00152,2.952,196.0,1.0,0.1519,0.4702,ambiguous,196
momask,005413,20375610,0.001710135644187012,0.002014,0.000639,0.001375,3.152,196.0,1.0,0.1246,0.1809,ambiguous,196
momask,005445,20376608,0.00712796155498361,0.038473,0.033527,0.004946,1.148,13.29,0.8071,4.6602,0.0831,locomotion,140
momask,005445,20376609,0.006470504813693801,0.036232,0.035819,0.000413,1.012,13.06,0.7929,4.9788,0.1242,locomotion,140
momask,005445,20376610,0.006045382671551574,0.037712,0.038458,-0.000747,0.981,11.94,0.7679,5.3457,0.2135,locomotion,140
momask,005504,20377608,0.005053572017500454,0.028766,0.032759,-0.003993,0.878,18.27,0.8155,5.4707,0.0809,locomotion,168
momask,005504,20377609,0.003798538139748188,0.030635,0.037576,-0.00694,0.815,17.13,0.7649,6.2751,0.1227,locomotion,168
momask,005504,20377610,0.004447852683261203,0.028556,0.034571,-0.006015,0.826,18.93,0.7887,5.7733,0.1958,locomotion,168
momask,005519,20378608,0.0073805786136521044,0.024169,0.038643,-0.014474,0.625,17.88,0.8125,3.3619,0.9134,ambiguous,88
momask,005519,20378609,0.008273520742803428,0.032637,0.043586,-0.010949,0.749,24.83,0.8466,3.792,0.7952,ambiguous,88
momask,005519,20378610,0.006078815145462631,0.026208,0.043099,-0.01689,0.608,24.0,0.8182,3.7496,0.9269,ambiguous,88
momask,005531,20379608,0.005737340196109476,0.022204,0.020412,0.001792,1.088,25.77,0.8546,3.9803,0.9587,locomotion,196
momask,005531,20379609,0.005122322220723537,0.02171,0.017862,0.003848,1.215,26.38,0.875,3.4832,0.9337,locomotion,196
momask,005531,20379610,0.0051111727470455025,0.01386,0.012327,0.001533,1.124,45.88,0.9362,2.4037,0.7116,locomotion,196
momask,005537,20380608,0.0006458096033884772,0.009596,0.009001,0.000596,1.066,24.5,0.2042,1.0711,0.8438,locomotion,120
momask,005537,20380609,0.000680516712745897,0.006032,0.007083,-0.001051,0.852,32.5,0.2708,0.8429,0.8968,locomotion,120
momask,005537,20380610,0.0006107680771732144,0.008599,0.010367,-0.001768,0.829,22.5,0.1875,1.2337,0.9426,locomotion,120
momask,005589,20381608,0.0031083262461837043,0.004007,0.001115,0.002892,3.595,196.0,1.0,0.2173,0.3052,ambiguous,196
momask,005589,20381609,0.0027234267264015484,0.0034,0.000762,0.002638,4.463,196.0,1.0,0.1485,0.2842,ambiguous,196
momask,005589,20381610,0.002417351759806608,0.003115,0.000617,0.002498,5.048,196.0,1.0,0.1204,0.6416,ambiguous,196
momask,005676,20382608,0.0019081859327215135,0.00228,0.001276,0.001004,1.787,196.0,1.0,0.2489,0.469,ambiguous,196
momask,005676,20382609,0.0017352161575869345,0.002274,0.001065,0.001209,2.136,196.0,1.0,0.2077,0.4607,ambiguous,196
momask,005676,20382610,0.001977843974997111,0.002574,0.001451,0.001123,1.774,196.0,1.0,0.2829,0.3877,ambiguous,196
momask,005712,20383608,0.0027649099572616773,0.009113,0.001827,0.007287,4.989,28.83,0.4413,0.3562,0.6138,in_place,196
momask,005712,20383609,0.00416112710150964,0.007454,0.001566,0.005888,4.761,52.33,0.801,0.3053,0.3774,in_place,196
momask,005712,20383610,0.0021010237298699835,0.008679,0.002102,0.006577,4.129,24.5,0.375,0.4099,0.5633,in_place,196
momask,005751,20384608,0.00195815497038394,0.00458,0.001314,0.003266,3.486,196.0,0.5,0.2562,0.323,in_place,196
momask,005751,20384609,0.001919541305782778,0.004328,0.00174,0.002588,2.488,196.0,0.5,0.3393,0.4967,in_place,196
momask,005751,20384610,0.0020652358888262915,0.00518,0.001483,0.003697,3.492,196.0,0.5,0.2893,0.2419,in_place,196
momask,005793,20385608,0.018532950356614383,0.037461,0.005207,0.032254,7.194,16.56,0.7602,1.0154,0.1018,locomotion,196
momask,005793,20385609,0.01824098545320859,0.036645,0.004279,0.032365,8.563,16.16,0.7832,0.8345,0.1127,locomotion,196
momask,005793,20385610,0.0219919858168039,0.046189,0.00449,0.041699,10.288,12.45,0.699,0.8755,0.049,locomotion,196
momask,005803,20386608,0.0033725220974319087,0.007061,0.009818,-0.002757,0.719,34.25,0.9013,0.7364,0.9878,ambiguous,76
momask,005803,20386609,0.003034708046437926,0.005939,0.008924,-0.002985,0.666,35.0,0.9211,0.6693,0.9725,ambiguous,76
momask,005803,20386610,0.004346675534400542,0.009947,0.014137,-0.004189,0.704,34.5,0.9079,1.0603,0.9784,ambiguous,76
momask,005818,20387608,0.00652818045106365,0.049815,0.032495,0.01732,1.533,7.4,0.2832,6.3365,0.3757,locomotion,196
momask,005818,20387609,0.007507849170605591,0.053667,0.034759,0.018908,1.544,8.38,0.3418,6.7781,0.2832,locomotion,196
momask,005818,20387610,0.0057729107469886845,0.05002,0.036447,0.013572,1.372,9.38,0.3112,7.1073,0.2541,locomotion,196
momask,005932,20388608,0.0034753819466078503,0.007586,0.005978,0.001608,1.269,176.0,1.0,1.0462,0.1365,ambiguous,176
momask,005932,20388609,0.0037975985637359834,0.009237,0.008602,0.000634,1.074,176.0,1.0,1.5054,0.0424,ambiguous,176
momask,005932,20388610,0.0037127349540704234,0.007775,0.007399,0.000375,1.051,176.0,1.0,1.2949,0.192,ambiguous,176
momask,005933,20389608,0.002392402002741147,0.004533,0.004029,0.000504,1.125,130.33,0.9974,0.7857,0.6798,ambiguous,196
momask,005933,20389609,0.0019923217681946078,0.004242,0.004209,3.3e-05,1.008,191.5,0.977,0.8208,0.7672,ambiguous,196
momask,005933,20389610,0.0021929775116157862,0.004086,0.003388,0.000698,1.206,129.33,0.9898,0.6606,0.5374,ambiguous,196
momask,006014,20390608,0.0012621377416454098,0.004199,0.014737,-0.010538,0.285,52.0,0.7429,2.0485,0.9498,ambiguous,140
momask,006014,20390609,0.0032844694450649354,0.007592,0.011702,-0.00411,0.649,42.67,0.9143,1.6266,0.935,ambiguous,140
momask,006014,20390610,0.0013283030098830953,0.002981,0.014367,-0.011386,0.207,100.0,0.7143,1.997,0.9308,ambiguous,140
momask,006033,20391608,0.004183652076452711,0.010663,0.007982,0.002681,1.336,64.6,0.824,1.5564,0.1925,ambiguous,196
momask,006033,20391609,0.0030744533794488374,0.005096,0.004198,0.000898,1.214,196.0,1.0,0.8186,0.2932,ambiguous,196
momask,006033,20391610,0.004400693787268723,0.00939,0.005104,0.004287,1.84,79.75,0.8138,0.9953,0.126,ambiguous,196
momask,006089,20392608,0.005031594908510802,0.010318,0.009077,0.001241,1.137,112.0,1.0,1.0075,0.3257,in_place,112
momask,006089,20392609,0.004937875593140582,0.011445,0.010977,0.000467,1.043,112.0,1.0,1.2185,0.2631,in_place,112
momask,006089,20392610,0.005804318141286242,0.012391,0.011582,0.00081,1.07,112.0,1.0,1.2855,0.2305,in_place,112
momask,006106,20393608,0.004139550681098375,0.010998,0.012934,-0.001936,0.85,39.8,0.9567,1.3322,0.9727,in_place,104
momask,006106,20393609,0.002161189851713579,0.008015,0.009223,-0.001209,0.869,49.5,0.9519,0.95,0.9437,in_place,104
momask,006106,20393610,0.002454689344552596,0.007914,0.011161,-0.003247,0.709,48.75,0.9375,1.1496,0.9729,in_place,104
momask,006132,20394608,0.0018960748602289289,0.002376,0.000921,0.001455,2.58,196.0,1.0,0.1796,0.0833,ambiguous,196
momask,006132,20394609,0.0019119219619522713,0.002124,0.000627,0.001497,3.387,196.0,1.0,0.1223,0.2591,ambiguous,196
momask,006132,20394610,0.001999872743668824,0.002318,0.00074,0.001577,3.131,196.0,1.0,0.1444,0.1145,ambiguous,196
momask,006145,20395608,0.0013433543876995968,0.003176,0.00265,0.000526,1.199,184.0,1.0,0.4849,0.2071,ambiguous,184
momask,006145,20395609,0.0014903767915630194,0.003026,0.002041,0.000985,1.483,184.0,1.0,0.3734,0.2135,ambiguous,184
momask,006145,20395610,0.001370887279572522,0.003269,0.002547,0.000721,1.283,184.0,1.0,0.4661,0.1862,ambiguous,184
momask,006185,20396608,0.005897591476717386,0.056181,0.079797,-0.023616,0.704,7.61,0.5434,15.5604,0.0557,locomotion,196
momask,006185,20396609,0.0075031801845897375,0.061736,0.079629,-0.017893,0.775,7.82,0.5587,15.5276,0.3675,locomotion,196
momask,006185,20396610,0.009146106831745998,0.058156,0.0727,-0.014543,0.8,9.46,0.6276,14.1764,0.2326,locomotion,196
momask,006236,20397608,0.007140182789064467,0.015421,0.011744,0.003677,1.313,23.58,0.7861,2.1021,0.1543,ambiguous,180
momask,006236,20397609,0.006339175827165855,0.013727,0.009439,0.004288,1.454,23.42,0.7806,1.6895,0.1829,ambiguous,180
momask,006236,20397610,0.0064192907231893845,0.013343,0.01195,0.001393,1.117,26.9,0.7472,2.1391,0.1238,ambiguous,180
momask,006281,20398608,0.0060556795242115765,0.017525,0.013798,0.003727,1.27,38.78,0.8903,2.6906,0.351,locomotion,196
momask,006281,20398609,0.00674489738469823,0.018882,0.014085,0.004797,1.341,33.1,0.8444,2.7467,0.185,locomotion,196
momask,006281,20398610,0.005386235133305912,0.020274,0.015764,0.00451,1.286,25.82,0.7245,3.0741,0.2646,locomotion,196
momask,006371,20399608,0.0018879337693711326,0.002239,0.000925,0.001314,2.421,196.0,1.0,0.1803,0.4994,ambiguous,196
momask,006371,20399609,0.0014409555762593788,0.001721,0.000683,0.001038,2.519,196.0,1.0,0.1332,0.5301,ambiguous,196
momask,006371,20399610,0.0013924986543677402,0.002061,0.001118,0.000942,1.843,196.0,1.0,0.2181,0.3368,ambiguous,196
momask,006383,20400608,0.005809809405423612,0.028199,0.027656,0.000542,1.02,20.73,0.7934,5.393,0.181,locomotion,196
momask,006383,20400609,0.007740859097478264,0.031038,0.027627,0.003411,1.123,27.25,0.8342,5.3873,0.3871,locomotion,196
momask,006383,20400610,0.007388828175884021,0.030489,0.028235,0.002253,1.08,21.8,0.8342,5.5059,0.3128,locomotion,196
momask,006420,20401608,0.004647363357367679,0.010617,0.009213,0.001404,1.152,53.71,0.9592,1.7965,0.4547,ambiguous,196
momask,006420,20401609,0.0033757725125627695,0.006686,0.005518,0.001169,1.212,94.75,0.9668,1.076,0.17,ambiguous,196
momask,006420,20401610,0.0075708328082551655,0.013924,0.014918,-0.000994,0.933,61.33,0.9388,2.9091,0.2191,ambiguous,196
momask,006426,20402608,0.009582266054351729,0.043614,0.071555,-0.027941,0.61,12.5,0.6696,3.9355,0.7503,locomotion,56
momask,006426,20402609,0.012911146252874274,0.044596,0.060568,-0.015972,0.736,12.83,0.6875,3.3312,0.4344,locomotion,56
momask,006426,20402610,0.008970322633969402,0.034025,0.065366,-0.031341,0.521,12.33,0.6607,3.5951,0.6789,locomotion,56
momask,006442,20403608,0.0036423536385208296,0.00868,0.0056,0.00308,1.55,130.0,0.9949,1.092,0.7544,ambiguous,196
momask,006442,20403609,0.0023114415918215345,0.004136,0.003146,0.00099,1.315,128.33,0.9821,0.6135,0.6355,ambiguous,196
momask,006442,20403610,0.0028449843076131195,0.006842,0.005078,0.001764,1.347,95.75,0.977,0.9901,0.6543,ambiguous,196
momask,006477,20404608,0.00586440812703136,0.017004,0.010739,0.006265,1.583,55.0,0.8777,2.0083,0.1248,locomotion,188
momask,006477,20404609,0.005179880455238379,0.015408,0.013307,0.002101,1.158,38.62,0.8218,2.4884,0.3091,locomotion,188
momask,006477,20404610,0.003880155725294828,0.016314,0.013969,0.002345,1.168,35.75,0.7606,2.6123,0.2608,locomotion,188
momask,006521,20405608,0.0022344112297275186,0.002906,0.001294,0.001612,2.246,196.0,1.0,0.2524,0.2947,ambiguous,196
momask,006521,20405609,0.002016416960920687,0.002359,0.000913,0.001446,2.584,196.0,1.0,0.178,0.3478,ambiguous,196
momask,006521,20405610,0.0024501172692318715,0.002783,0.00108,0.001703,2.576,196.0,1.0,0.2107,0.304,ambiguous,196
momask,006568,20406608,0.0030630616121487264,0.005602,0.004085,0.001517,1.371,152.0,1.0,0.6169,0.5246,ambiguous,152
momask,006568,20406609,0.003857514791972296,0.006636,0.005858,0.000778,1.133,74.75,0.9836,0.8846,0.0261,ambiguous,152
momask,006568,20406610,0.0031601970405679383,0.005707,0.003922,0.001785,1.455,100.67,0.9934,0.5922,0.7813,ambiguous,152
momask,006620,20407608,0.0014250328313626954,0.010125,0.027019,-0.016894,0.375,25.0,0.3906,2.5668,0.9887,locomotion,96
momask,006620,20407609,0.0014471529913660558,0.012652,0.021937,-0.009285,0.577,22.0,0.4583,2.084,0.9812,locomotion,96
momask,006620,20407610,0.0016701230108378475,0.015474,0.024984,-0.009509,0.619,22.0,0.4583,2.3734,0.9737,locomotion,96
momask,006631,20408608,0.0017045953370740663,0.004232,0.003697,0.000535,1.145,80.0,1.0,0.2921,0.1258,ambiguous,80
momask,006631,20408609,0.0019120635148779086,0.004659,0.004031,0.000628,1.156,80.0,1.0,0.3185,0.1554,ambiguous,80
momask,006631,20408610,0.0018224101416340385,0.003886,0.0035,0.000386,1.11,80.0,1.0,0.2765,0.2224,ambiguous,80
momask,006652,20409608,0.004537704549168971,0.009577,0.005468,0.004108,1.751,14.45,0.7372,1.0663,0.4788,ambiguous,196
momask,006652,20409609,0.004299392253654438,0.009586,0.005718,0.003868,1.676,16.53,0.7168,1.115,0.5627,ambiguous,196
momask,006652,20409610,0.004506628185779011,0.008975,0.004498,0.004477,1.995,15.2,0.7755,0.8771,0.2597,ambiguous,196
momask,006701,20410608,0.004204559984261572,0.022281,0.020759,0.001523,1.073,19.1,0.8843,2.2212,0.8267,locomotion,108
momask,006701,20410609,0.004862775538071057,0.024096,0.022392,0.001704,1.076,19.1,0.8843,2.396,0.8624,locomotion,108
momask,006701,20410610,0.0043155519334831804,0.021819,0.022361,-0.000542,0.976,18.5,0.8565,2.3926,0.8828,locomotion,108
momask,006806,20411608,0.0030108033477451858,0.019211,0.021198,-0.001987,0.906,26.43,0.8259,2.3529,0.8188,locomotion,112
momask,006806,20411609,0.004864404363173681,0.023139,0.022892,0.000247,1.011,19.4,0.8661,2.541,0.8286,locomotion,112
momask,006806,20411610,0.005019285041318619,0.023877,0.023984,-0.000107,0.996,19.5,0.8705,2.6623,0.8651,locomotion,112
momask,006814,20412608,0.002935384630067511,0.029996,0.021834,0.008162,1.374,16.0,0.4651,3.7337,0.9824,locomotion,172
momask,006814,20412609,0.003887067488333004,0.03605,0.023802,0.012248,1.515,15.8,0.4593,4.0702,0.9817,locomotion,172
momask,006814,20412610,0.0032580610513306854,0.026345,0.020003,0.006342,1.317,32.0,0.4651,3.4205,0.9769,locomotion,172
momask,006839,20413608,0.004853563586065098,0.027244,0.028158,-0.000914,0.968,20.0,0.8163,5.4908,0.3439,locomotion,196
momask,006839,20413609,0.005849430666614928,0.02626,0.025802,0.000459,1.018,22.4,0.8571,5.0313,0.3938,locomotion,196
momask,006839,20413610,0.003772110585358403,0.020832,0.022379,-0.001548,0.931,28.0,0.8571,4.364,0.2125,locomotion,196
momask,006852,20414608,0.007827549268414603,0.021098,0.017957,0.003141,1.175,54.14,0.9668,3.5016,0.36,ambiguous,196
momask,006852,20414609,0.007643501146740596,0.018399,0.016331,0.002068,1.127,47.0,0.9592,3.1845,0.4125,ambiguous,196
momask,006852,20414610,0.008152225391693194,0.022763,0.019147,0.003616,1.189,54.29,0.9694,3.7336,0.2073,ambiguous,196
momask,006979,20415608,0.004003586899308242,0.01602,0.0219,-0.005881,0.731,32.67,0.75,4.2706,0.1568,in_place,196
momask,006979,20415609,0.007187828365308406,0.02526,0.030431,-0.005171,0.83,21.5,0.7679,5.934,0.0761,in_place,196
momask,006979,20415610,0.0042234547138326195,0.01221,0.020275,-0.008066,0.602,45.0,0.8036,3.9537,0.2503,in_place,196
momask,006980,20416608,0.004671374240792048,0.026073,0.028795,-0.002722,0.905,17.27,0.819,3.3114,0.9668,locomotion,116
momask,006980,20416609,0.005709902864869527,0.035502,0.036195,-0.000693,0.981,18.1,0.7802,4.1624,0.9862,locomotion,116
momask,006980,20416610,0.004170404971765575,0.024161,0.026448,-0.002287,0.914,20.89,0.8103,3.0415,0.9615,locomotion,116
momask,006987,20417608,0.0013389594608620053,0.001745,0.001015,0.00073,1.719,164.0,1.0,0.1655,0.3189,ambiguous,164
momask,006987,20417609,0.0013981649546628177,0.001908,0.000939,0.000968,2.031,164.0,1.0,0.1531,0.0903,ambiguous,164
momask,006987,20417610,0.00134396715321455,0.001701,0.000748,0.000953,2.273,164.0,1.0,0.122,0.1925,ambiguous,164
momask,007097,20418608,0.00841544296916936,0.03739,0.030307,0.007083,1.234,18.39,0.8444,5.9098,0.397,locomotion,196
momask,007097,20418609,0.008351855778713885,0.036836,0.030265,0.006571,1.217,16.2,0.8265,5.9017,0.6562,locomotion,196
momask,007097,20418610,0.00816694954450682,0.037548,0.033727,0.003821,1.113,16.58,0.8036,6.5767,0.6459,locomotion,196
momask,007134,20419608,0.0057188608432844805,0.041155,0.03951,0.001645,1.042,11.0,0.75,5.1759,0.1194,locomotion,132
momask,007134,20419609,0.005718312176234588,0.038672,0.037942,0.000729,1.019,11.65,0.75,4.9705,0.154,locomotion,132
momask,007134,20419610,0.006368972732713379,0.03954,0.036688,0.002852,1.078,11.82,0.7614,4.8061,0.1501,locomotion,132
momask,007314,20420608,0.004698078703939754,0.019709,0.015705,0.004003,1.255,25.0,0.8929,2.1831,0.9389,locomotion,140
momask,007314,20420609,0.003577968494211292,0.019383,0.017207,0.002176,1.126,24.1,0.8607,2.3918,0.9371,locomotion,140
momask,007314,20420610,0.003023283167316229,0.015343,0.013938,0.001405,1.101,23.2,0.8286,1.9373,0.9093,locomotion,140
momask,007409,20421608,0.005045513926483453,0.010533,0.008929,0.001604,1.18,76.2,0.9922,1.7054,0.2324,ambiguous,192
momask,007409,20421609,0.00509872436423518,0.01273,0.009328,0.003401,1.365,75.4,0.9818,1.7817,0.2218,ambiguous,192
momask,007409,20421610,0.005245984506141645,0.010332,0.008159,0.002172,1.266,192.0,1.0,1.5584,0.2283,ambiguous,192
momask,007459,20422608,0.002681374877934514,0.003749,0.001921,0.001828,1.952,108.0,1.0,0.2055,0.6808,ambiguous,108
momask,007459,20422609,0.0032216478120827815,0.004163,0.002948,0.001215,1.412,108.0,1.0,0.3154,0.4175,ambiguous,108
momask,007459,20422610,0.0028242244613560325,0.003517,0.00166,0.001857,2.119,108.0,1.0,0.1776,0.5425,ambiguous,108
momask,007540,20423608,0.0016943070525950593,0.002216,0.001068,0.001148,2.075,132.0,1.0,0.1399,0.2476,ambiguous,132
momask,007540,20423609,0.0016589656062942764,0.002236,0.001215,0.001021,1.84,132.0,1.0,0.1592,0.3964,ambiguous,132
momask,007540,20423610,0.0018337742515594348,0.002069,0.001059,0.00101,1.954,132.0,1.0,0.1387,0.2254,ambiguous,132
momask,007624,20424608,0.002591235096519929,0.004207,0.000942,0.003265,4.464,44.0,1.0,0.0405,0.5507,ambiguous,44
momask,007624,20424609,0.003232703938926518,0.004415,0.001207,0.003208,3.658,44.0,1.0,0.0519,0.6672,ambiguous,44
momask,007624,20424610,0.0026855675143524797,0.00319,0.000889,0.002301,3.589,44.0,1.0,0.0382,0.5331,ambiguous,44
momask,007626,20425608,0.002320490526745263,0.022607,0.021004,0.001603,1.076,13.0,0.3095,1.7433,0.9836,ambiguous,84
momask,007626,20425609,0.0020688692308932963,0.017963,0.020531,-0.002568,0.875,12.67,0.2262,1.7041,0.9647,ambiguous,84
momask,007626,20425610,0.0012194123614412504,0.014526,0.021385,-0.006859,0.679,24.0,0.2857,1.7749,0.9702,ambiguous,84
momask,007675,20426608,0.0027122603322595287,0.007475,0.006198,0.001278,1.206,95.0,0.9896,1.1837,0.6998,ambiguous,192
momask,007675,20426609,0.0024395133102526477,0.004148,0.002347,0.001801,1.767,192.0,1.0,0.4483,0.521,ambiguous,192
momask,007675,20426610,0.0026077668661573647,0.006715,0.005505,0.00121,1.22,75.6,0.9844,1.0514,0.7768,ambiguous,192
momask,007695,20427608,0.004960056212981575,0.01144,0.009589,0.00185,1.193,74.2,0.9464,1.8699,0.5776,locomotion,196
momask,007695,20427609,0.0034955339964953835,0.00809,0.005131,0.002959,1.577,121.0,0.926,1.0005,0.5069,locomotion,196
momask,007695,20427610,0.006024249623816871,0.012098,0.009831,0.002267,1.231,74.6,0.9515,1.917,0.5129,locomotion,196
momask,007715,20428608,0.007085696937642454,0.015799,0.012191,0.003608,1.296,77.0,0.9821,2.3772,0.6652,locomotion,196
momask,007715,20428609,0.006082248898168779,0.017152,0.012788,0.004364,1.341,54.43,0.9719,2.4936,0.7256,locomotion,196
momask,007715,20428610,0.00488471979582401,0.016823,0.014396,0.002427,1.169,39.33,0.9031,2.8073,0.6348,locomotion,196
momask,007742,20429608,0.0017997694499265779,0.002075,0.000671,0.001404,3.092,112.0,1.0,0.0745,0.3818,ambiguous,112
